BrochureOrderEn,Brochure_Name_En,Datum,DomainEn,ForWebsite,Geo_Unit_En,Indicator_Name_En,Institution_En,Note_Public_En,OrderSub_Region_En,Period_Id,SDG Indicator,Source_En,Sub_Region_En,SubdomainEn
13,Prevalence of undernourishmen (%),16.4,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),16.2,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
13,Prevalence of undernourishmen (%),15.6,Risk Factors,1,Guatemala,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.6,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.5,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.5,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.5,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.6,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.7,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),15.8,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
14,Prevalence of undernourishmen (%),14.8,Risk Factors,1,Honduras,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),22.1,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),21.6,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),20.9,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),20,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),19,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),17.9,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),17.1,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
15,Prevalence of undernourishmen (%),17,Risk Factors,1,Nicaragua,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),16.5,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),14.9,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),13.4,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),11.9,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),10.7,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),9.9,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),9.5,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
16,Prevalence of undernourishmen (%),9.3,Risk Factors,1,Panama,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),11.6,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.2,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.7,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.9,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.8,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.4,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.1,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
12,Prevalence of undernourishmen (%),12.3,Risk Factors,1,El Salvador,Prevalence of undernourishment (% of population) ,World Bank.,,6,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Central American Isthmus,Nutrition
7,Prevalence of undernourishmen (%),8.216379052,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.977588660,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.768327550,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.598137944,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.438157491,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.368943692,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.298677688,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
7,Prevalence of undernourishmen (%),7.371183648,Risk Factors,1,Latin America,Prevalence of undernourishment (% of population) ,World Bank.,,4,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America,Nutrition
6,Prevalence of undernourishmen (%),7.919090635,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.705507468,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.546137211,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.429578762,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.312037102,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.267015560,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.191314524,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
6,Prevalence of undernourishmen (%),7.232044416,Risk Factors,1,Latin America and the Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,3,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin America and the Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
18,Prevalence of undernourishmen (%),2.5,Risk Factors,1,Cuba,Prevalence of undernourishment (% of population) ,World Bank.,,7,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),20.2,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),18.6,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),16.5,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),14.6,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),13.8,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),13.6,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),13.7,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
19,Prevalence of undernourishmen (%),13.5,Risk Factors,1,Dominican Republic,Prevalence of undernourishment (% of population) ,World Bank.,,7,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),52.5,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),50.8,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),49.5,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),49.6,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),49.6,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),49.4,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),48.2,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
22,Prevalence of undernourishmen (%),46.8,Risk Factors,1,Haiti,Prevalence of undernourishment (% of population) ,World Bank.,,7,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),30.028162085,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),28.731140600,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),27.422268029,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2010,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),26.777261025,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2011,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),26.487888977,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2012,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),26.331042742,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2013,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),25.860194916,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2014,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
17,Prevalence of undernourishmen (%),25.196329350,Risk Factors,1,Latin Caribbean,Prevalence of undernourishment (% of population) ,World Bank.,,7,2015,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Latin Caribbean,Nutrition
8,Prevalence of undernourishmen (%),4.6,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2008,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
8,Prevalence of undernourishmen (%),4.6,Risk Factors,1,Mexico,Prevalence of undernourishment (% of population) ,World Bank.,,5,2009,2.1.1 Prevalence of undernourishment,"World Development Indicators 2017. Washington, D.C. June 2018 Update. Accessed July 5, 2018. (http://databank.worldbank.org/data/home.aspx)",Mexico,Nutrition
